id,Permalink,Title,Dataset Title (French),Available Cycles_year,Data Types,dataset_years_0_year_or_min_year,dataset_years_0_max_year,Summary,Summary French,Dataset ID,URL Ref,URL Ref French,Subjects,Acronym,Acronym French,Content,Date
39806,https://crdcn.ca/data/survey-series-on-people-and-their-communities/,Survey Series on People and their Communities,Série d'enquêtes sur les gens et leurs communautés,2022,Longitudinal>Survey,2022,2023,"The Survey Series on People and their Communities (SSPC) involves creating a panel of people who agree to complete four short online surveys over a period of one year. This is the third time that Statistics Canada is conducting this type of survey.
The SSPC is a survey series of four social surveys in 2022 and 2023. This project falls under the umbrella of the Disaggregated Data Action Plan (DDAP). DDAP will produce detailed statistical information to highlight the lived experiences of specific population groups, such as women, Indigenous peoples, racialized groups and people living with disabilities. It will also shed light on intersections such as those between racialized identity and sexual orientation, or between age and gender. Questionnaire content will cover a variety of social topics. Using the 2021 Census survey frame, the sample for the SSPC includes an oversampling of immigrants, and Canadians self-declaring as being part of racialized groups. By doing this, differences and commonalities in the experiences of racialized groups and immigrants will be revealed. The SSPC was specifically designed to provide estimates within individual racialized groups and immigration status categories.","La Série d'enquêtes sur les gens et leurs communautés (SEGC) consiste à créer un panel de personnes qui acceptent de répondre à quatre courtes enquêtes en ligne sur une période d'un an. C'est la troisième fois que Statistique Canada mène ce type d'enquête.
La SEGC est une série de quatre enquêtes sociales qui seront menées en 2022 et en 2023. Ce projet s'inscrit dans le cadre du Plan d'action sur les données désagrégées (PADD). Le PADD vise à produire des renseignements statistiques détaillés afin de mettre en évidence les expériences vécues de groupes de population précis, comme les femmes, les peuples autochtones, les groupes racisés et les personnes ayant une incapacité. Il permettra également de mieux comprendre les recoupements entre l'identité racisée et l'orientation sexuelle ou entre l'âge et le genre, par exemple. Le contenu du questionnaire couvrira une variété de sujets sociaux. Par l'entremise de la base de sondage du Recensement de 2021, l'échantillon de la SEGC comprend un suréchantillonnage d'immigrants et de Canadiens et de Canadiennes se déclarant comme faisant partie de groupes racisés. Ainsi, les différences et les similitudes relatives aux expériences des immigrants et des personnes appartenant à un groupe racisé seront révélées. La SEGC a été spécialement conçue pour fournir des estimations à l'intérieur des groupes racisés et des catégories de statut d'immigrant pris isolément.",4668,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5378,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5378,Society and community>Civic participation|Society and community>Social and personal networks,SSPC,SEGC,"The Survey Series on People and their Communities (SSPC) involves creating a panel of people who agree to complete four short online surveys over a period of one year. This is the third time that Statistics Canada is conducting this type of survey.
The SSPC is a survey series of four social surveys in 2022 and 2023. This project falls under the umbrella of the Disaggregated Data Action Plan (DDAP). DDAP will produce detailed statistical information to highlight the lived experiences of specific population groups, such as women, Indigenous peoples, racialized groups and people living with disabilities. It will also shed light on intersections such as those between racialized identity and sexual orientation, or between age and gender. Questionnaire content will cover a variety of social topics. Using the 2021 Census survey frame, the sample for the SSPC includes an oversampling of immigrants, and Canadians self-declaring as being part of racialized groups. By doing this, differences and commonalities in the experiences of racialized groups and immigrants will be revealed. The SSPC was specifically designed to provide estimates within individual racialized groups and immigration status categories.",8/2/2023 15:52
39807,https://crdcn.ca/data/national-travel-survey/,National Travel Survey,Enquête nationale sur les voyages,2018;2019;2020;2021,Cross-Sectional>Repeated,2018,2021,"The National Travel Survey was developed to fully replace the Travel Survey of Residents of Canada (record number 3810) and replace the Canadian resident component of the International Travel Survey (record number 3152). The National Travel Survey collects information about the domestic and international travel of Canadian residents.

The National Travel Survey, sponsored by Statistics Canada, aims to measure the characteristics and the economic impact of the tourism activities of Canadian residents. The objectives of the survey are to provide information about the number of trips and expenditures by Canadian residents by trip origin, destination, duration, type of accommodation used, trip reason, mode of travel, etc.; to provide information on travel incidence and to provide the socio-demographic profile of travellers and non-travellers. From a macroeconomic point of view, the NTS measures the domestic and international tourism demand by Canadian residents.","L'Enquête nationale sur les voyages a été élaborée pour remplacer entièrement l'Enquête sur les voyages des résidents du Canada (numéro d'enregistrement 3810) et pour remplacer la composante des résidents canadiens de l'Enquête sur les voyages internationaux (numéro d'enregistrement 3152). L'Enquête nationale sur les voyages recueille des renseignements concernant les voyages intérieurs et internationaux des résidents du Canada.

L'Enquête nationale sur les voyages, qui est parrainée par Statistique Canada, vise à mesurer les caractéristiques et les répercussions économiques des activités touristiques des résidents du Canada. Les objectifs de l'enquête consistent à fournir des renseignements concernant le nombre de voyages et les dépenses des résidents du Canada, selon l'origine du voyage, la destination, la durée, le type d'hébergement utilisé, les raisons du voyage, le mode de déplacement, etc., afin de produire des données sur l'incidence des voyages et d'établir le profil sociodémographique des voyageurs et des non voyageurs. D'un point de vue macroéconomique, l'ENV mesure la demande touristique intérieure et internationale des résidents du Canada.",4669,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5232,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5232,Travel and tourism>Domestic travel|Travel and tourism>International travel,NTS,ENV,"The National Travel Survey was developed to fully replace the Travel Survey of Residents of Canada (record number 3810) and replace the Canadian resident component of the International Travel Survey (record number 3152). The National Travel Survey collects information about the domestic and international travel of Canadian residents.

The National Travel Survey, sponsored by Statistics Canada, aims to measure the characteristics and the economic impact of the tourism activities of Canadian residents. The objectives of the survey are to provide information about the number of trips and expenditures by Canadian residents by trip origin, destination, duration, type of accommodation used, trip reason, mode of travel, etc.; to provide information on travel incidence and to provide the socio-demographic profile of travellers and non-travellers. From a macroeconomic point of view, the NTS measures the domestic and international tourism demand by Canadian residents.",8/2/2023 15:52
39808,https://crdcn.ca/data/survey-of-commercial-and-institutional-energy-use/,Survey of Commercial and Institutional Energy Use,Enquête sur l'utilisation commerciale et institutionnelle d'énergie,2019,Cross-Sectional>Single,2019,2019,"The purpose of this survey, sponsored by Natural Resources Canada (NRCan), is to collect statistical information on the energy demand and consumption patterns of commercial and institutional buildings across Canada. The survey collects data on the types and quantities of energy being used (such as electricity and natural gas) and building characteristics to better understand energy consumption.

Clear, credible information is the foundation on which to build the case for investments in energy efficiency. Understanding how much energy a building uses and for what reason is a necessary first step to designing effective measures to reduce energy use and track the effectiveness of those measures over time.

Aggregated data from this survey will be used by governments, utilities, industry associations, building managers and business owners to
• develop programs and policies to improve the energy efficiency of commercial and institutional buildings and support Canada's climate change objectives
• support programs such as ENERGY STAR® Portfolio Manager® to encourage energy efficiency practices and enable owners to track and compare their building's energy use against that of similar buildings.","L'objet de cette enquête, parrainée par Ressources naturelles Canada (RNCan), est de recueillir des renseignements statistiques sur la demande d'énergie et les modes de consommation d'énergie des immeubles commerciaux et institutionnels au Canada. L'enquête permet de recueillir des données sur les types et les quantités d'énergie utilisés (électricité, gaz naturel, etc.) et les caractéristiques des immeubles pour mieux comprendre la consommation d'énergie.

Des renseignements clairs et crédibles sont le fondement sur lequel on peut s'appuyer pour investir dans l'efficacité énergétique. Comprendre la quantité d'énergie utilisée par un immeuble et la raison derrière cette utilisation est une première étape nécessaire pour concevoir des mesures efficaces pour réduire la consommation d'énergie et pour faire un suivi de l'efficacité de ces mesures au fil du temps.

Les données agrégées de cette enquête seront utilisées par les administrations publiques, les services publics, les associations industrielles, les gestionnaires d'immeubles et les propriétaires d'entreprises pour :

- élaborer des programmes et des politiques qui amélioreront l'efficacité énergétique des immeubles commerciaux et institutionnels et qui appuieront les objectifs du Canada en ce qui concerne les changements climatiques;
- soutenir des programmes tels que « ENERGY STAR® Portfolio Manager® » afin d'encourager les pratiques d'efficacité énergétique et de permettre aux propriétaires de surveiller la consommation d'énergie de leur immeuble et de la comparer à celle d'immeubles semblables.",4670,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=1285130,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&Id=1285130,Energy>Energy supply and use,SCIEU,EUCIE,"The purpose of this survey, sponsored by Natural Resources Canada (NRCan), is to collect statistical information on the energy demand and consumption patterns of commercial and institutional buildings across Canada. The survey collects data on the types and quantities of energy being used (such as electricity and natural gas) and building characteristics to better understand energy consumption.

Clear, credible information is the foundation on which to build the case for investments in energy efficiency. Understanding how much energy a building uses and for what reason is a necessary first step to designing effective measures to reduce energy use and track the effectiveness of those measures over time.

Aggregated data from this survey will be used by governments, utilities, industry associations, building managers and business owners to
• develop programs and policies to improve the energy efficiency of commercial and institutional buildings and support Canada's climate change objectives
• support programs such as ENERGY STAR® Portfolio Manager® to encourage energy efficiency practices and enable owners to track and compare their building's energy use against that of similar buildings.",8/2/2023 15:52
39809,https://crdcn.ca/data/farm-management-survey-linked-to-census-of-agriculture/,Farm Management Survey Linked to Census of Agriculture,Enquête fur la gestion des exploitations agricoles couplée au recensement de l'agriculture,2016;2021,Longitudinal>Integrated,2016,2021,"Microdata linkage files between the Census of Agriculture (CEAG) and the Farm Management Survey (FMS) have been produced. CEAG variables cover many topics such as the number of farms and farm operators, farm area, farm size, farm type, land use, crop areas, land management practices, livestock inventories, business operating arrangements, farm operating revenues, farm operating expenses, farm capital, and farm machinery.
Like the CEAG, the FMS is collected every 5 years and measures management practices on Canadian farms. While some of the content for FMS and CEAG can overlap (animal and crop inventory, use of new technologies, innovation on farms, etc.), FMS tends to cover fewer subjects, but in greater detail. The FMS focuses on both livestock and crop operations; specifically the production of dairy, beef, poultry, pig, field crops, forage crops and vegetable, fruit, berry and nut crops. This survey is conducted in conjunction with Agriculture and Agri-Food Canada, to ensure that agriculture programs reflect the changing way resources are being managed on today's farms. Some of the subjects covered by this survey include agriculture and food, environment, environmental protection, and land use and environmental practices.","Des fichiers de couplage de microdonnées entre le recensement de l'agriculture (REAG) et l'enquête sur la gestion des exploitations agricoles (EGF) ont été produits. Les variables du REAG couvrent de nombreux sujets tels que le nombre d'exploitations et d'exploitants agricoles, la superficie des exploitations, leur taille, le type d'exploitation, l'utilisation des terres, les surfaces cultivées, les pratiques de gestion des terres, les stocks de bétail, les accords d'exploitation commerciale, les revenus d'exploitation des exploitations, les dépenses d'exploitation des exploitations, le capital des exploitations et les machines agricoles.
Tout comme le REAG, la collecte de l'EGF a lieu tous les 5 ans et mesure les pratiques de gestion dans les fermes canadiennes. Il y a du recoupement entre le contenu de l’EGF et de celui du REAG (inventaire des animaux et des cultures, utilisation des nouvelles technologies, innovation dans les exploitations agricoles), où l’EGF couvre moins de sujets, mais plus en détail. Cette enquête s'intéresse aux fermes de bétail et de cultures, notamment sur les productions laitières, bovines, volaille, porcs, de grandes cultures, fourragères et cultures de légumes, de fruits, de baies et de noix. Cette enquête est menée conjointement avec Agriculture et Agroalimentaire Canada pour garantir que les programmes agricoles représentent les nouvelles façons de gérer les ressources dans les fermes. Quelques-uns des sujets inclus dans cette enquête sont agriculture et alimentation, environnement, protection de l’environnement, et utilisation de terres et pratiques environnementales.",4671,,,Environment>Environmental protection|Agriculture and food>Land use,FMS-CEAG,EGF-REAG,"Microdata linkage files between the Census of Agriculture (CEAG) and the Farm Management Survey (FMS) have been produced. CEAG variables cover many topics such as the number of farms and farm operators, farm area, farm size, farm type, land use, crop areas, land management practices, livestock inventories, business operating arrangements, farm operating revenues, farm operating expenses, farm capital, and farm machinery.
Like the CEAG, the FMS is collected every 5 years and measures management practices on Canadian farms. While some of the content for FMS and CEAG can overlap (animal and crop inventory, use of new technologies, innovation on farms, etc.), FMS tends to cover fewer subjects, but in greater detail. The FMS focuses on both livestock and crop operations; specifically the production of dairy, beef, poultry, pig, field crops, forage crops and vegetable, fruit, berry and nut crops. This survey is conducted in conjunction with Agriculture and Agri-Food Canada, to ensure that agriculture programs reflect the changing way resources are being managed on today's farms. Some of the subjects covered by this survey include agriculture and food, environment, environmental protection, and land use and environmental practices.",8/2/2023 15:52
40354,https://crdcn.ca/data/mental-health-access-to-care-survey/,Mental Health Access to Care Survey,Enquête sur la santé mentale et l'accès aux soins,2022,Cross-Sectional>Repeated,2022,2022,"The Mental Health and Access to Care Survey (MHACS) collects information about the mental health status of Canadians, as well as their access to and need for services and supports, whether formal or informal. This survey also intends to assess the impact of the COVID-19 pandemic on population health as well as evaluate changes in patterns of mental health, service use and functioning in the last ten years. Note that this survey is a new version of the CCHS-Mental Health.","L'Enquête sur la santé mentale et l'accès aux soins (ESMAS) recueille des informations concernant l'état de la santé mentale, l'accès et les besoins en matière de services et de soutien, qu'ils soient formels ou informels. Cette enquête vise à évaluer l'impact de la pandémie de COVID-19 sur la santé de la population et à déterminer s'il y a des changements dans les tendances en matière de santé mentale, d'utilisation des services et de fonctionnement au cours des dix dernières années.",4672,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=1378635,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&Id=1378635,Health>Health care services|Health>Lifestyle and social conditions|Health>Mental health and well-being|Health>Prevention and detection of disease,MHACS,ESMAS,"The Mental Health and Access to Care Survey (MHACS) collects information about the mental health status of Canadians, as well as their access to and need for services and supports, whether formal or informal. This survey also intends to assess the impact of the COVID-19 pandemic on population health as well as evaluate changes in patterns of mental health, service use and functioning in the last ten years. Note that this survey is a new version of the CCHS-Mental Health.",11/8/2023 19:07
40355,https://crdcn.ca/data/survey-of-innovation-and-business-strategy/,Survey of Innovation and Business Strategy,Enquête sur l'innovation et les stratégies d'entreprise,2022,Cross-Sectional>Single,2022,2022,"The Survey of Innovation and Business Strategy (SIBS) is a cross-economy survey of business enterprises and industrial non-profit organizations in Canada.

The concepts and definitions employed in the collection and dissemination of innovation data are provided in the Oslo Manual: Guidelines for Collecting and Interpreting Innovation Data, 4th Edition (Organisation for Economic Co-operation and Development, [OECD and Eurostat, 2018]). According to the manual:

""An innovation is a new or improved product or process (or combination thereof) that differs significantly from the unit's previous products or processes and that has been made available to potential users (product) or brought into use by the unit (process).""

The SIBS collects complementary qualitative business information, including market characteristics, use of advanced technologies, business strategy, business practices and participation in global value chains. The survey also collects quantitative information on total sales, innovation expenditures, purchase of goods and services and personnel, supplemented by percentage distributions by specified subgroups.","L'Enquête sur l'innovation et les stratégies d'entreprise (EISE) touche l'ensemble de l'économie et elle est menée auprès d'entreprises et d'organismes industriels sans but lucratif au Canada. Les concepts et les définitions utilisés pour recueillir et diffuser les données sur l'innovation sont présentés dans le Manuel d'Oslo : Principes directeurs pour le recueil et l'interprétation des données sur l'innovation, 4e édition (Organisation de coopération et de développement économiques [OCDE et Eurostat, 2018]). Selon le Manuel : « Une innovation désigne un produit ou un processus (ou une combinaison des deux) nouveau ou amélioré qui diffère sensiblement des produits ou processus précédents d'une unité et a été mis à la disposition d'utilisateurs potentiels (produit) ou mis en oeuvre par l'unité (processus). » L'EISE recueille des renseignements commerciaux qualitatifs complémentaires, y compris les caractéristiques du marché, l'utilisation de technologies de pointe, les stratégies d'entreprise, les pratiques commerciales et la participation aux chaînes de valeur mondiales. L'enquête recueille également des renseignements quantitatifs sur les ventes totales, les dépenses en innovation, l'achat de biens et de services, et le personnel, auxquels s'ajoutent des répartitions en pourcentage par sous groupe précis.",4673,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5171,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5171,Business performance and ownership>Business ownership|Science and technology>Innovation and business strategy,SIBS,EISE,"The Survey of Innovation and Business Strategy (SIBS) is a cross-economy survey of business enterprises and industrial non-profit organizations in Canada.

The concepts and definitions employed in the collection and dissemination of innovation data are provided in the Oslo Manual: Guidelines for Collecting and Interpreting Innovation Data, 4th Edition (Organisation for Economic Co-operation and Development, [OECD and Eurostat, 2018]). According to the manual:

""An innovation is a new or improved product or process (or combination thereof) that differs significantly from the unit's previous products or processes and that has been made available to potential users (product) or brought into use by the unit (process).""

The SIBS collects complementary qualitative business information, including market characteristics, use of advanced technologies, business strategy, business practices and participation in global value chains. The survey also collects quantitative information on total sales, innovation expenditures, purchase of goods and services and personnel, supplemented by percentage distributions by specified subgroups.",11/8/2023 19:07
41208,https://crdcn.ca/data/survey-on-accessible-print-material/,Survey on Accessible Print Material,"L'Enquête sur les textes imprimés accessibles (ETIA) sert à recueillir des renseignements auprès des Canadiennes et Canadiens qui requièrent l'accès à des textes en format adapté. L'enquête vise à améliorer notre compréhension de leurs besoins relatifs à ces formats, de la manière dont ils les utilisent, et des obstacles qu'ils rencontrent quand ils tentent d'y accéder. Les textes en question comprennent les livres, les journaux, les revues et tout autre matériel de lecture qu'une personne pourrait lire pour le plaisir, pour le travail ou à des fins éducatives.",2023,Cross-Sectional>Single,2023,2023,"The Survey on Accessible Print Materials gathers (SAPM) information from Canadians who require printed works in alternate formats. The survey aims to understand their requirements for and use of these formats, and the barriers they encounter in obtaining them. Printed works can include books, newspapers, magazines and other reading materials that a person may read for leisure, education or work.
","L'Enquête sur les textes imprimés accessibles (ETIA) sert à recueillir des renseignements auprès des Canadiennes et Canadiens qui requièrent l'accès à des textes en format adapté. L'enquête vise à améliorer notre compréhension de leurs besoins relatifs à ces formats, de la manière dont ils les utilisent, et des obstacles qu'ils rencontrent quand ils tentent d'y accéder. Les textes en question comprennent les livres, les journaux, les revues et tout autre matériel de lecture qu'une personne pourrait lire pour le plaisir, pour le travail ou à des fins éducatives.
",4674,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5387,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5387,Health>Disability,SAPM,ETIA,,3/22/2024 16:19
41268,https://crdcn.ca/data/canadian-partnership-against-cancer-all-years-linkage/,Canadian Partnership Against Cancer - All Years Linkage,Partenariat Canadien Contre le Cancer - toutes années,2000-2017,Longitudinal>Administrative,2000,2017,"The purpose of this microdata linkage project is to create linked data that will allow researchers to examine the short and long term income of adult cancer survivors from across Canada. The specific aims of this project are the following: to describe patterns of income for a cohort of cancer survivors over time, as measured by net household and net individual income from the T1 Family File (T1FF) and on the Longitudinal Administrative Databank (LAD) for a cohort of controls; to estimate the effect of clinical factors (e.g., data of diagnosis, age at diagnosis, and tumour type) and sociodemographic factors (e.g., immigration status, income, urban/rural indicator, province/territory and health region) on household and individuals; and to examine differences in the impact of cancer on income for: women and men; different age at diagnosis groups; different provinces/territories, health regions and urban/rural locations.
<br><br>
 
A cohort of cancer survivors who had a cancer diagnosis between January 1, 2000 and December 31, 2017 was constructed using the Canadian Cancer Registry (CCR) linked to the T1FF (1992 to 2017) and to the Vital Statistics – Death Database (CVSD) (2000 to 2017). A cohort of controls formed by those who did not have a cancer diagnosis during the same period was also created using the LAD (1992 to 2017) records that were not linked to the CCR; these LAD records were also linked to the CVSD.

<br><br>This data release includes non-confidential documentation that can be provided to researchers outside an RDC. Please contact your local RDC Analyst if you would like a copy.","L’objectif de ce projet de couplage de microdonnées est de créer des données couplées qui permettront aux chercheurs d’examiner le revenu à court et à long terme des survivants adultes du cancer dans tout le Canada. Les objectifs propres à ce projet sont les suivants : décrire les tendances relatives aux revenus d’une cohorte de survivants du cancer au fil du temps, tels que mesurés par le revenu net du ménage et le revenu net individuel du Fichier des familles T1 (FFT1) et de la Banque de données administratives longitudinales (DAL) pour une cohorte de témoins ; estimer l’effet des facteurs cliniques (p. ex. les données du diagnostic, l’âge de la personne au moment du diagnostic et le type de tumeur) et des facteurs sociodémographiques (p. ex. le statut d’immigrant, le revenu, l’indicateur urbain ou rural, la province ou le territoire, et la région sociosanitaire) sur le revenu du ménage et le revenu individuel ; examiner les différences quant à l’incidence du cancer sur le revenu entre les femmes et les hommes, les différents groupes d’âge au moment du diagnostic, les provinces et territoires, les régions sociosanitaires et les régions urbaines ou rurales.
<br><br> 
Une cohorte de survivants du cancer ayant reçu un diagnostic de cancer entre le 1er janvier 2000 et le 31 décembre 2017 a été constituée à l’aide du Registre canadien du cancer (RCC) couplé au FFT1 (1992 à 2017) et à la Base de données sur les décès de la Statistique de l’état civil (BCDECD). Une cohorte de témoins formée par les personnes n’ayant pas reçu de diagnostic de cancer au cours de la même période a également été créée à partir des enregistrements de la DAL (1992 à 2017) qui n’étaient pas couplés au RCC; ces enregistrements de la DAL ont également été couplés à la BCDECD.
<br><br>
Cette divulgation de données inclue de la documentation non-confidentielle qui peut être fournie aux chercheurs en dehors d'un CDR. Veuillez contacter l'analyste de votre CDR local si vous souhaitez en obtenir une copie.",4675,,,Health>Diseases and physical health conditions>Cancer|Health>Health care services|Health>Life expectancy and deaths,CPAC-AllYears,PCCC-AllYears,,4/22/2024 15:13
41372,https://crdcn.ca/data/survey-on-early-learning-and-child-care-arrangements-children-with-long-term-conditions-and-disabilities/,Survey on Early Learning and Child Care Arrangements - Children with Long-term Conditions and Disabilities,Enquête sur les modes d'apprentissage et de garde des jeunes enfants - Les enfants ayant un problème de santé de longue durée ou une incapacité,2023,Cross-Sectional>Single,2023,2023,"The Survey on Early Learning and Child Care Arrangements - Children with Long-term Conditions and Disabilities gathers information from parents and guardians on early learning and child care arrangements for children aged 0 to 5 who may have one or more long-term condition or disability.
<br><br>
The survey asks parents and guardians about the arrangements they use for their child, including the associated costs, the difficulties they may have faced when looking for or accessing care, and what their preferences for child care are.","L'Enquête sur les modes d'apprentissage et de garde des jeunes enfants - Les enfants ayant un problème de santé de longue durée ou une incapacité permet de recueillir des renseignements auprès des parents et des tuteurs sur l'apprentissage et la garde des jeunes enfants âgés de 0 à 5 ans qui peuvent avoir au moins un problème de santé de longue durée ou une incapacité.
<br><br>
Des questions sont posées aux parents et aux tuteurs au sujet des modes d'apprentissage et de garde utilisés pour leur enfant, y compris les coûts associés et les difficultés qui ont possiblement été rencontrées lors de la recherche d'un service de garde, et de leurs préférences en ce qui concerne la garde des enfants. L'enquête permet aussi de recueillir des renseignements sur la participation au marché du travail des parents et des tuteurs afin de mieux comprendre les interactions entre le travail et l'utilisation des modes d'apprentissage et de garde des jeunes enfants.",4676,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5390,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5390,"Children and youth>Child development and behaviour|Health>Diseases and physical health conditions|Education, training and learning|Children and youth>Health of children and youth",SELCCA-CLCD,EMAGJE-EPSLDI,,6/5/2024 16:53
41374,https://crdcn.ca/data/annual-survey-of-manufacturing-and-logging-industries/,Annual Survey of Manufacturing and Logging Industries,Enquête annuelle sur les industries manufacturières et de l'exploitation forestière,2022,Cross-Sectional>Single,2022,2022,"The Annual Survey of Manufacturing and Logging Industries (ASML) is a survey of the manufacturing and logging industries in Canada. It is intended to cover all establishments primarily engaged in manufacturing and logging activities as well as some sales offices and warehouses which support these establishments.
<br><br>
The details collected include principal industrial statistics (such as revenue, salaries and wages, cost of materials and supplies used, cost of energy and water utility, inventories, etc.), as well as information about the commodities produced and consumed. Data collected from businesses will be aggregated with information from other sources to produce official estimates of national and provincial economic production for these industries.
<br><br>
Data collected by the ASML are important because they help measure the production of Canada's industrial and primary resource sectors, as well as provide an indication of the well-being of each industry covered by the survey and its contribution to the Canadian economy. Within Statistics Canada, the data are used by the Canadian System of National Accounts, the Monthly Survey of Manufacturing (record number 2101) and Prices programs. The data are also used by the business community, trade associations and federal and provincial departments, as well as international organizations and associations, to profile the manufacturing and logging industries, undertake market studies, forecast demand and develop trade and tariff policies.","L'Enquête annuelle sur les industries manufacturières et de l'exploitation forestière (EAMEF) est une enquête des secteurs de la fabrication et de l'exploitation forestière au Canada. Elle est destinée à couvrir tous les établissements dont l'activité principale est la fabrication ou l'exploitation forestière ainsi que certains bureaux de vente et entrepôts se rattachant à ces établissements.
<br><br>
Les données recueillies incluent les principales statistiques industrielles (revenus, salaires et traitements, coût des matières premières et fournitures utilisées, coût en énergie et en approvisionnement en eau, stocks, etc.), ainsi que des renseignements au sujet des produits fabriqués et consommés. Les données recueillies auprès des entreprises sont regroupées avec l'information provenant d'autres sources pour produire des estimations officielles de la production économique nationale et provinciale pour cette industrie.<br><br>
Les données recueillies par l'EAMEF sont importantes, car elles aident à mesurer la production des secteurs de la fabrication et des ressources primaires au Canada, en plus de fournir un indice sur la vitalité de chaque industrie faisant l'objet de l'enquête et de sa contribution à l'économie canadienne. Au sein de Statistique Canada, les données sont utilisées par le Système de comptabilité nationale du Canada, l'Enquête mensuelle sur les industries manufacturières (numéro d'enregistrement 2101) et les programmes de la Division des prix. Les données sont également utilisées par le monde des affaires, les associations commerciales, les ministères fédéraux et provinciaux, ainsi que les organisations et associations internationales dans le but de tracer un profil des secteurs de la fabrication et de l'exploitation forestière, d'entreprendre des études de marché, de prévoir la demande et de mettre sur pied des politiques en matière de droit tarifaire et de commerce.",4677,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=2103,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=2103,Business performance and ownership>Financial statements and performance|Manufacturing,ASML,EAMEF,,6/5/2024 17:06
41377,https://crdcn.ca/data/children-with-incarcerated-parents/,Children with Incarcerated Parents,Étude sur les enfants de parents incarcérés,1997-2022,Longitudinal>Administrative,1997,2022,"The main objective of the CHIRP (Children with Incarcerated Parents) Study is to identify children who experience parental incarceration, using data from the Canadian Correctional Services Survey (CCSS) 2015-2022, the Canadian Vital Statistics database 1997-2022 and the Discharge Abstract Database 1997-2022. Through this data linkage, an estimate of the actual number of children experiencing parental incarceration can be determined, as well as he health status and outcomes of this population relative to general population. This project will address data gaps regarding the lack of population-level data on the number of children who experience parental incarceration. The findings of this project could be used to increase the visibility of this population in national and provincial policies, and ultimately to inform the design and delivery of initiatives to better support children who experience parental incarceration.","L’objectif principal de l’Étude sur les enfants de parents incarcérés est d’identifier les enfants dont les parents sont incarcérés au moyen des données de l’Enquête sur les services correctionnels canadiens (ESCC) 2015-2022, de la Base canadienne de données sur l’état civil 1997-2022 et de la Base de données sur les congés des patients 1997-2022. Le couplage de données permet d’estimer le nombre réel d’enfants de parents incarcérés et d’établir l’état de santé et les résultats en matière de santé de ce groupe par rapport à la population générale. Le projet permettra de combler les lacunes en matière de données au niveau de la population sur le nombre d’enfants dont les parents sont incarcérés. Les résultats du projet pourraient servir à accroître la visibilité de ce groupe de population dans les politiques nationales et provinciales et, en fin de compte, à éclairer la conception et la prestation d’initiatives visant à mieux soutenir les enfants de parents incarcérés.",4678,,,Children and youth|Crime and justice|Society and community,CHIRP,ENPIR,,6/5/2024 17:58
41421,https://crdcn.ca/data/canadian-survey-on-early-learning-and-child-care/,Canadian Survey on Early Learning and Child Care,Enquête canadienne sur l'apprentissage et la garde des jeunes enfants,2023,Cross-Sectional>Single,2023,2023,"The survey asks parents and guardians about the arrangements they use for their child aged 0 to 5, including the associated costs, the difficulties they may have faced when looking for care, and what their preferences for child care are. This survey also collects information on parents' and guardian's labour market participation to better understand the interaction between work and the use of early learning and child care arrangements. Results from this survey will be used to help improve the Canada-wide early learning and child care system and provide Canadians with a strong baseline of data to measure progress and changes to the system.","Des questions sont posées aux parents et aux tuteurs au sujet des modes d'apprentissage et de garde utilisés pour leur enfant de 0 à 5 ans, y compris les coûts associés et les difficultés qui ont possiblement été rencontrées lors de la recherche d'un service de garde, et de leurs préférences en ce qui concerne la garde des enfants. L'enquête permet aussi de recueillir des renseignements sur la participation au marché du travail des parents et des tuteurs afin de mieux comprendre les interactions entre le travail et l'utilisation des modes d'apprentissage et de garde des jeunes enfants. Les résultats de cette enquête serviront à améliorer le système pancanadien d'apprentissage et de garde des jeunes enfants et fourniront aux Canadiens des données de base solides afin de mesurer le progrès du système et les changements qui y sont apportés.",4840,https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5371,https://www23.statcan.gc.ca/imdb/p2SV_f.pl?Function=getSurvey&SDDS=5371,Children and youth>Child care,CSELCC,ECAGJE,,6/14/2024 18:12
